type	delta time	mode	trial	lickPos	result
entrance	5.98706	0x11	0	1	
entrance	6.16706	0x11	0	0	
entrance	6.18706	0x11	0	1	
entrance	6.84706	0x11	0	0	
lick	13.16706	0x11	0	1	
lick	13.44706	0x11	0	1	
entrance	21.50706	0x11	0	1	
entrance	21.98706	0x11	0	0	
entrance	39.30706	0x11	0	1	
entrance	39.66706	0x11	0	0	
entrance	39.84706	0x11	0	1	
entrance	49.96706	0x11	0	0	
start	66.02706	0x11	0	-1	
entrance	66.02706	0x11	0	1	
entrance	66.34706	0x11	0	0	
entrance	66.88706	0x11	0	1	
entrance	66.88706	0x11	0	0	
entrance	66.92706	0x11	0	1	
entrance	66.94706	0x11	0	0	
lick	72.88706	0x11	0	1	
end	72.88706	0x11	0	1	1
lick	73.30706	0x11	0	1	
lick	73.46706	0x11	0	1	
lick	73.64706	0x11	0	1	
lick	73.80706	0x11	0	1	
lick	74.02706	0x11	0	1	
lick	74.20706	0x11	0	1	
lick	74.38706	0x11	0	1	
lick	74.58706	0x11	0	1	
lick	80.96706	0x11	0	0	
lick	81.44706	0x11	0	0	
start	96.30706	0x11	1	-1	
entrance	96.30706	0x11	1	1	
entrance	96.98706	0x11	1	0	
entrance	97.00706	0x11	1	1	
entrance	97.02706	0x11	1	0	
lick	98.78706	0x11	1	0	
end	98.78706	0x11	1	0	1
lick	99.18706	0x11	1	0	
lick	99.32706	0x11	1	0	
lick	99.48706	0x11	1	0	
lick	99.66706	0x11	1	0	
lick	99.84706	0x11	1	0	
lick	100.0071	0x11	1	0	
lick	100.1871	0x11	1	0	
lick	100.3471	0x11	1	0	
start	105.6871	0x11	2	-1	
entrance	105.6871	0x11	2	1	
entrance	106.1071	0x11	2	0	
entrance	106.1671	0x11	2	1	
entrance	106.3271	0x11	2	0	
lick	108.3871	0x11	2	1	
end	108.3871	0x11	2	1	1
lick	108.8871	0x11	2	1	
lick	109.0271	0x11	2	1	
lick	109.2071	0x11	2	1	
lick	109.3871	0x11	2	1	
lick	109.5671	0x11	2	1	
lick	109.7471	0x11	2	1	
lick	109.8071	0x11	2	1	
lick	110.0871	0x11	2	1	
start	116.8271	0x11	3	-1	
entrance	116.8271	0x11	3	1	
entrance	117.0871	0x11	3	0	
lick	121.5071	0x11	3	0	
end	121.5071	0x11	3	0	1
lick	121.8871	0x11	3	0	
lick	122.0271	0x11	3	0	
lick	122.1671	0x11	3	0	
lick	122.3471	0x11	3	0	
lick	122.5271	0x11	3	0	
lick	122.6871	0x11	3	0	
lick	122.8471	0x11	3	0	
lick	122.9871	0x11	3	0	
lick	123.1671	0x11	3	0	
lick	123.3071	0x11	3	0	
lick	127.2071	0x11	3	1	
lick	127.4871	0x11	3	1	
lick	127.7671	0x11	3	1	
start	132.4671	0x11	4	-1	
entrance	132.4671	0x11	4	1	
